# t,i_Ls,i_Lc1,i_Lc2_,i_HF1,i_HF2,t_shifted
0.0100013129999479,5.859158700462043,0.055223301514938566,-1.0335656836065934,6.091,29.399,1.3029999994008945
0.0100013139999479,5.855158700462043,0.05622330151493857,-1.0325656836065935,6.088,29.372,1.3039999994003681
0.0100013149999479,5.850158700462043,0.05722330151493857,-1.0305656836065935,6.084,29.345,1.3049999993998418
0.0100013159999479,5.845158700462043,0.05822330151493857,-1.0285656836065935,6.08,29.316,1.3059999994010503
0.0100013169999479,5.841158700462043,0.05922330151493857,-1.0265656836065935,6.077,29.289,1.306999999400524
0.0100013179999479,5.836158700462043,0.06022330151493857,-1.0245656836065935,6.073,29.262,1.3079999993999976
0.0100013189999479,5.831158700462043,0.06122330151493857,-1.0225656836065935,6.069,29.233,1.3089999993994712
0.0100013199999479,5.827158700462043,0.06222330151493857,-1.0205656836065935,6.066,29.206,1.3099999994006795
0.0100013209999479,5.822158700462043,0.06322330151493857,-1.0185656836065935,6.062,29.179,1.310999999400153
0.0100013219999479,5.817158700462043,0.06422330151493855,-1.0165656836065935,6.058,29.15,1.3119999993996267
0.0100013229999479,5.813158700462043,0.06522330151493855,-1.0145656836065935,6.055,29.123,1.312999999400835
0.0100013239999479,5.808158700462043,0.06622330151493855,-1.0135656836065934,6.051,29.096,1.3139999994003086
0.0100013249999479,5.803158700462043,0.06722330151493855,-1.0115656836065934,6.047,29.068,1.3149999993997823
0.0100013259999478,5.799158700462043,0.06822330151493855,-1.0095656836065934,6.044,29.04,1.3159999993003768
0.0100013269999478,5.794158700462043,0.06922330151493855,-1.0075656836065934,6.04,29.013,1.3169999992998505
0.0100013279999478,5.789158700462043,0.07022330151493855,-1.0055656836065934,6.036,28.985,1.3179999993010587
0.0100013289999478,5.785158700462043,0.07122330151493855,-1.0035656836065934,6.033,28.957,1.3189999993005324
0.0100013299999478,5.780158700462043,0.07222330151493855,-1.0015656836065934,6.029,28.93,1.319999999300006
0.0100013309999478,5.775158700462043,0.07322330151493855,-0.9995656836065934,6.025,28.902,1.3209999992994796
0.0100013319999478,5.771158700462043,0.07422330151493856,-0.9975656836065934,6.022,28.874,1.3219999993006881
0.0100013329999478,5.766158700462043,0.07522330151493856,-0.9955656836065934,6.018,28.847,1.3229999993001618
0.0100013339999478,5.761158700462043,0.07622330151493856,-0.9935656836065934,6.015,28.819,1.3239999992996354
0.0100013349999478,5.756158700462043,0.07722330151493856,-0.9925656836065935,6.011,28.792,1.324999999300844
